StartTime,Duration,Recording_tag,Focal,WhaleID,WhaleType,Source_subgroup,EndTime,Latency,DurationPrev,CallType,Age,bout,BoutStartTime,BoutEndTime,BoutLatency,Type,Group,ID
14480.75,1,gm12_224c,1,C,Female,2,14481.75,3.0900000000001455,1.01,ResponseCall,3,14,453.3600000000006,454.3600000000006,3.0900000000001455,Real,G2,d2_C
14481.81,1.06,gm12_224d,1,D,Male,2,14482.869999999999,0.05999999999949068,1,ResponseCall,3,14,454.4200000000001,455.47999999999956,0.05999999999949068,Real,G2,d2_D
14482,0.86,gm12_224d,0,nf,Juvenile,2,14482.86,-0.8699999999989814,1.06,ResponseCall,1,14,454.6100000000006,455.47000000000116,-0.8699999999989814,Real,G2,d2_nf
14485.44,0.95,gm12_224c,0,nf,Juvenile,2,14486.390000000001,2.5799999999999272,0.86,ResponseCall,1,14,458.0500000000011,459.0000000000018,2.5799999999999272,Real,G2,d2_nf
14486.43,1.15,gm12_224b,1,B,Indeterminate,1,14487.58,0.039999999999054126,0.95,ResponseCall,2,14,459.0400000000009,460.1900000000005,0.039999999999054126,Real,G2,d2_B
14490.91,0.73,gm12_224b,0,nf,Juvenile,2,14491.64,3.3299999999999272,1.15,ResponseCall,1,14,463.52000000000044,464.25,3.3299999999999272,Real,G2,d2_nf
14491.18,0.93,gm12_224c,0,nf,Juvenile,2,14492.11,-0.4599999999991269,0.73,ResponseCall,1,14,463.7900000000009,464.72000000000116,-0.4599999999991269,Real,G2,d2_nf
14491.63,1.18,gm12_224b,1,B,Indeterminate,1,14492.81,-0.48000000000138243,0.93,ResponseCall,2,14,464.2399999999998,465.4200000000001,-0.48000000000138243,Real,G2,d2_B
14497.4,0.97,gm12_224a,0,nf,Juvenile,2,14498.369999999999,4.5900000000001455,1.18,ResponseCall,1,14,470.0100000000002,470.97999999999956,4.5900000000001455,Real,G2,d2_nf
14716.81,0.42,gm12_224c,0,nf,Juvenile,2,14717.23,218.4400000000005,0.97,InitiationCall,1,15,0,0.42000000000007276,NA,Real,G2,d2_nf
14718.89,0.49,gm12_224c,0,nf,Juvenile,2,14719.38,1.6599999999998545,0.42,ResponseCall,1,15,2.0799999999999272,2.569999999999709,1.6599999999998545,Real,G2,d2_nf
15349.74,0.35,gm12_224b,1,B,Indeterminate,1,15350.09,630.3600000000006,0.49,InitiationCall,2,16,0,0.3500000000003638,NA,Real,G2,d2_B
5947,0.5,gm12_207c,1,C,Female,2,5947.5,NA,NA,NA,3,1,0,0.5,NA,Real,G3,d3_C
5949.3,0.9,gm12_207c,1,C,Female,2,5950.2,1.800000000000182,0.5,ResponseCall,3,1,2.300000000000182,3.199999999999818,1.800000000000182,Real,G3,d3_C
5952.6,1,gm12_207c,1,C,Female,2,5953.6,2.4000000000005457,0.9,ResponseCall,3,1,5.600000000000364,6.600000000000364,2.4000000000005457,Real,G3,d3_C
5954.9,0.9,gm12_207c,1,C,Female,2,5955.799999999999,1.2999999999992724,1,ResponseCall,3,1,7.899999999999636,8.799999999999272,1.2999999999992724,Real,G3,d3_C
5958.5,0.9,gm12_207c,1,C,Female,2,5959.4,2.7000000000007276,0.9,ResponseCall,3,1,11.5,12.399999999999636,2.7000000000007276,Real,G3,d3_C
5960.1,0.9,gm12_207c,1,C,Female,2,5961,0.7000000000007276,0.9,ResponseCall,3,1,13.100000000000364,14,0.7000000000007276,Real,G3,d3_C
5961.8,0.9,gm12_207c,1,C,Female,2,5962.7,0.8000000000001819,0.9,ResponseCall,3,1,14.800000000000182,15.699999999999818,0.8000000000001819,Real,G3,d3_C
5963.8,1.1,gm12_207c,1,C,Female,2,5964.9000000000005,1.1000000000003638,0.9,ResponseCall,3,1,16.800000000000182,17.900000000000546,1.1000000000003638,Real,G3,d3_C
5965.5,0.9,gm12_207c,1,C,Female,2,5966.4,0.5999999999994543,1.1,ResponseCall,3,1,18.5,19.399999999999636,0.5999999999994543,Real,G3,d3_C
5965.62,0.55,gm12_207f,0,D,Indeterminate,2,5966.17,-0.7799999999997453,0.9,ResponseCall,2,1,18.61999999999989,19.170000000000073,-0.7799999999997453,Real,G3,d3_D
5966.21,2.04,gm12_207f,0,D,Indeterminate,2,5968.25,0.03999999999996362,0.55,ResponseCall,2,1,19.210000000000036,21.25,0.03999999999996362,Real,G3,d3_D
5967.2,1,gm12_207c,1,C,Female,2,5968.2,-1.050000000000182,2.04,ResponseCall,3,1,20.199999999999818,21.199999999999818,-1.050000000000182,Real,G3,d3_C
5967.7,0.8,gm12_207a,0,nf,Indeterminate,1,5968.5,-0.5,1,ResponseCall,2,1,20.699999999999818,21.5,-0.5,Real,G3,d3_nf
